Post created at ,Post,Post URL,Post Type,Reactions,Like,Love,Thankful,HaHa,Wow,Sad,Angry,Comments,Shares,Video Plays,Promoted/Organic,Est. Reach,Est. Impressions,Original Sentiment
23/08/2017 11:00,With precious NIVEA Creme ingredients the NEW Protect and Care deodorants are perfect for offering tenderness the skin on your underarms deserve while keeping away odour from sweat. bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1573531646055222,VIDEO,740,728,9,0,1,0,1,1,14,12,"81,338",PROMOTED,"181,188","300,644",Positive
21/08/2017 11:10,Life begins at the end of your comfort zone. Share with us how you plan to come out stronger by challenging yourself this week. bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1571465896261797,PHOTO,"1,182","1,173",9,0,0,0,0,0,12,3,0,PROMOTED,"33,043","54,827",Positive
19/08/2017 11:00,Get more when you shop for the month with a purchase of NIVEA products. This is one offer you don't want to miss! bit.ly/2uaubg1,http://www.facebook.com/352921961449536/posts/1568571203217933,VIDEO,87,87,0,0,0,0,0,0,2,0,219,ORGANIC,"7,667","12,722",Positive
18/08/2017 11:00,It’s time to let loose catch up with the friend and family we care about. Trust the Protect and Care deodorant that will keep your underarms soft and odourless. bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1549846665090387,PHOTO,"1,954","1,939",15,0,0,0,0,0,26,5,0,PROMOTED,"53,043","88,015",Positive
14/08/2017 11:00,No need to go looking. Updates on our promotions will come straight to your email. Subscribe to our free newsletter here. bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1549845398423847,PHOTO,154,154,0,0,0,0,0,0,19,1,0,ORGANIC,"11,241","18,652",Positive
12/08/2017 11:00,Get more when you shop for the month with a purchase of NIVEA MEN Body Cream. This is one offer you cannot miss! bit.ly/2uaubg1,http://www.facebook.com/352921961449536/posts/1559530434122010,VIDEO,44,44,0,0,0,0,0,0,0,0,273,ORGANIC,"5,926","9,834",Neutral
11/08/2017 11:00,Have one in mind leave with two in hand. Get more with a purchase of NIVEA sprays with our  offer currently in stores . http://bit.ly/2poO4dn,http://www.facebook.com/352921961449536/posts/1559525064122547,VIDEO,226,223,3,0,0,0,0,0,13,9,"9,990",ORGANIC,"28,970","48,069",Positive
04/08/2017 14:00,Get more when you shop for the month with a purchase of NIVEA products. This is one offer you don't want to miss! bit.ly/2uaubg1,http://www.facebook.com/352921961449536/posts/1552193671522353,VIDEO,442,428,14,0,0,0,0,0,75,5,"196,161",ORGANIC,"24,216","40,181",Positive
04/08/2017 11:00,As you plan your weekend make sure to include a deodorant that will give you the #PerfectBalance between protection and care. bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1549843038424083,VIDEO,37,37,0,0,0,0,0,0,8,0,173,ORGANIC,"8,524","14,144",Positive
02/08/2017 11:48,Life is a balance of holding on and letting go. Would you like to share your lessons of creating the #PerfectBalance with us? We would love to hear them. bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1549841258424261,PHOTO,161,160,1,0,0,0,0,0,4,1,0,ORGANIC,"9,772","16,215",Positive
24/07/2017 11:00,Nobody can put a stop to determination especially when it comes from within. What keeps you going even when faced with challenges? Share with us and inspire somebody today. bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1539081756166878,PHOTO,"1,179","1,173",6,0,0,0,0,0,27,8,0,PROMOTED,"40,333","66,925",Positive
22/07/2017 10:59,The NIVEA Protect and Care deodorants are strong on sweat yet soft on skin creating the #PerfectBalance. Which two opposite words describe you the most? Share with us. bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1536569536418100,PHOTO,609,604,3,0,1,1,0,0,31,2,0,PROMOTED,"26,988","44,782",Positive
21/07/2017 11:52,When it comes to your sensitive underams trust a deodorant that has been dermatologically proven to be soft on your skin while fighting odour. #PerfectBalance. bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1535393063202414,VIDEO,294,287,5,0,2,0,0,0,22,9,"47,887",ORGANIC,"46,471","77,109",Positive
08/07/2017 11:00,Heard about our newsletter that you can receive straight to your email?You can subscribe here for free. bit.ly/2nrCRdc,http://www.facebook.com/352921961449536/posts/1513859538689100,PHOTO,202,201,1,0,0,0,0,0,11,1,0,PROMOTED,"11,782","19,551",Positive
05/07/2017 11:00,Expect nothing less than 48-hour protection from sweat and body odour when you use the Protect and Care range of deodorants.  bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1513857508689303,PHOTO,"1,755","1,751",4,0,0,0,0,0,31,9,0,PROMOTED,"72,928","121,008",Positive
03/07/2017 11:05,A day full of errands will be more bearable if you know that you have 48-hour protection from sweat and body odour. Make NIVEA Protect and Care a part of your routine.  bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1513856575356063,PHOTO,"3,335","3,329",4,0,0,2,0,0,34,8,0,PROMOTED,"74,349","123,367",Positive
01/07/2017 11:00,The New NIVEA Protect and Care is here to keep you confident as you strive to achieve the #PerfectBalance in all aspects of your life. bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1497272020347852,VIDEO,593,578,12,0,1,2,0,0,38,19,"259,390",ORGANIC,"229,503","380,812",Positive
